id_cliente,nome_cliente,data_nascimento,vendedor,valor_padrao,desconto,valor_faturamento,forma_pagamento,banco,custo,produto,cor_produto,ano,modelo,data_entrega,zero_km_ou_seminovo
CLI000740,Paulo Rezende Ferreira,17/02/1986,Diego Nogueira,155800.00,6750.00,149050.00,Financiamento,Montadora,133366.45,Saveiro,Brnaco,2024,Saveiro Highline,23/09/2024,0 KM
CLI000711,Sofia Lima,02/08/1967,Camila Andrade,112300.00,4550.00,107750.00,Financiamento,Montadora,95804.68,Virtus,Preto,2024,Virtus Comfortline,27/09/2024,Semi Novo
CLI000747,Gabriel Souza,20/01/1986,Fernanda Ribeiro,118600.00,123600.00,115600.00,Financiamento,BV,102381.24,Saveiro,Azul,2024,Saveiro Comfortline,28/09/2024,0 KM
CLI000766,Bruna Almeida,15/10/1991,Fernanda Ribeiro,150900.00,8100.00,142800.00,Financiamento,Montadora,131224.18,Nivus,Cinza,2024,Nivus Highline,29/09/2024,0 KM
CLI000721,Marcos Rocha,09/06/1993,Rafael Martins,102300.00,1000.00,101300.00,Financiamento,Montadora,84815.82,Polo,Prata,2024,Polo Comfortline,30/09/2024,0 KM
CLI000755,Clara Lima Mendes,22/02/1984,Fernanda Ribeiro,105100.00,1950.00,103150.00,Financiamento,Montadora,92488.47,Polo,Branco,2025,Polo Comfortline,02/10/2024,0 KM
CLI000857,Marina Rodrigues Rezende,22/05/1980,Rafael Martins,145700.00,0.00,145700.00,Financiamento,BV,120835.10,T-Cross,Preto,2025,T-Cross Comfortline,12/10/2024,0 KM
CLI000786,Marina Rodrigues,07/10/1962,Fernanda Ribeiro,145400.00,2450.00,142950.00,À Vista,,123201.45,T-Cross,Vermelho,2024,T-Cross Comfortline,07/10/2024,0 KM
CLI000824,Helena Batista,16/12/1995,Diego Nogueira,119500.00,900.00,118600.00,Financiamento,Montadora,105166.41,Polo,Prata,2024,Polo Highline,09/10/2024,Semi Novo
CLI000835,Gabriel Pereira Gonçalves,10/08/1974,Rafael Martins,148200.00,6300.00,141900.00,Financiamento,Santander,127711.81,Saveiro,Cinza,2024,Saveiro Highline,12/10/2024,Semi Novo
CLI000859,Larissa Martins Ferreira,10/04/1966,Bruno Almeida,134400.00,0.00,134400.00,À Vista,,111527.82,Polo,Branco,2025,Polo Highline,25/10/2024,0 KM
CLI000803,Carolina Oliveira,20/10/1962,Fernanda Ribeiro,152000.00,2850.00,149150.00,Financiamento,Santander,135256.57,T-Cross,Preto,2024,T-Cross Comfortline,31/10/2024,0 KM
CLI000801,CÃ¡mila Lopes,,Diego Nogueira,138100.00,3950.00,134150.00,Financiamento,Montadora,116674.67,Nivus,Branco,2025,Nivus Comfortline,23/10/2024,0 KM
CLI000789,Bruna Ribeiro,28/11/1963,Bruno Almeida,123500.00,2650.00,120850.00,Financiamento,Montadora,102998.73,Polo,Preto,2025,Polo Highline,29/10/2024,0 KM
CLI000826,Vinícius Almeida,06/02/1959,Juliana Costa,190900.00,6000.00,184900.00,Financiamento,BV,168456.30,Taos,Preto,2024,Taos Comfortline,31/10/2024,Semi Novo
CLI000854,Júlia Moraes,07/10/1984,Camila Andrade,124600.00,3600.00,121000.00,À Vista,,105267.98,Polo,Azul,2025,Polo Highline,31/10/2024,0 KM
CLI000850,Vanessa Carvalho Ramos,20/11/1954,Rafael Martins,138000.00,6300.00,131700.00,À Vista,,114465.92,Nivus,Branco,2024,Nivus Comfortline,29/10/2024,Semi Novo
CLI000852,Gustavo Nascimento Soares,1966-08-28,Diego Nogueira,124900.00,5550.00,119350.00,À Vista,,105241.99,Saveiro,Branco,2025,Saveiro Comfortline,2024-10-30,0 KM
CLI000794,Daniela Rocha,28/04/1993,fernanda ribeiro,124600.00,4500.00,119400.00,Financiamento,Montadora,111046.50,Virtus,Prata,2024,Virtus Comfortline,31/10/2024,Semi Novo
CLI000810,Vanessa Barros,17/02/1984,Fernanda Ribeiro,102500.00,3800.00,96050.00,Financiamento,Montadora,89.578,60,Saveiro,Branco,2024,Saveiro Sense,29/10/2024,Semi Novo
CLI000812,Bianca Santos,10/10/1965,Diego Nogueira,141900.00,5800.00,136100.00,À Vista,,122118.55,Saveiro,Cinza,2025,Saveiro Comfortline,30/10/2024,0 KM
CLI000844,Lucas Rocha GonÃ§alves,,Diego Nogueira,281800.00,0.00,281800.00,Financiamento,Santander,251074.75,Amarok,Branco,2024,Amarok Comfortline,31/10/2024,0 KM
CLI000829,Marcos Oliveira Santos,09/03/1999,Diego Nogueira,100200.00,0.00,100200.00,Financiamento,Bradesco,87213.86,Saveiro,Branco,2024,Saveiro Sense,16/11/2024,0 KM
CLI000842,Thiago Rezende Barros,27/03/1974,Fernanda Ribeiro,129000.00,7900.00,121100.00,Financiamento,Bradesco,107566.67,Polo,Prata,2025,Polo Highline,29/11/2024,0 KM
CLI000915,Renata Dias,22/04/1973,Diego Nogueira,268400.00,11250.00,257150.00,Financiamento,Bradesco,240520.27,Tiguan Allspace,Preto,2025,Tiguan Allspace Comfortline,25/11/2024,0 KM
CLI000984,Caio Mendes,22/04/1985,Fernanda Ribeiro,158300.00,1550.00,156750.00,Financiamento,Montadora,132070.42,Nivus,Preto,2025,Nivus Highline,17/11/2024,0 KM
CLI000884,Eduarda Araújo,09/09/1978,Camila Andrade,280200.00,0.00,280200.00,Financiamento,Santander,249949.28,Amarok,Vermelho,2025,Amarok Comfortline,2024-11-10,0 KM
CLI000944,Carlos Pereira,03/12/1989,Fernanda Ribeiro,116100.00,3800.00,112300.00,À Vista,,96631.68,Polo,Vermelho,2024,Polo Highline,02/11/2024,Semi Novo
CLI000901,Vitória Santana,28/07/1969,Fernanda Ribeiro,128900.00,4100.00,124800.00,Financiamento,Montadora,106406.75,T-Cross,Preto,2025,T-Cross Sense,09/11/2024,0 KM
CLI000886,Rafaela Souza,1978-10-14,Camila Andrade,135400.00,4550.00,130850.00,À Vista,,112467.17,T-Cross,Prata,2024,T-Cross Sense,16/11/2024,Semi Novo
CLI000941,Ricardo Gomes,23/04/1979,Camila Andrade,146900.00,-100.00,140450.00,Financiamento,Montadora,123432.68,T-Cross,Branco,2025,T-Cross Comfortline,13/11/2024,0 KM
CLI000945,Carlos Martins,10/02/1985,Diego Nogueira,135300.00,450.00,134850.00,Financiamento,Bradesco,115401.84,T-Cross,Preto,2025,T-Cross Sense,24/11/2024,0 KM
CLI000966,Ricardo Monteiro,28/02/1971,Rafael Martins,124100.00,3000.00,121100.00,Financiamento,Montadora,108203.32,Virtus,Branco,2025,Virtus Comfortline,18/11/2024,0 KM
CLI000961,Carolina Oliveira,27/12/1955,Camila Andrade,159300.00,3400.00,155900.00,Financiamento,Bradesco,138877.25,T-Cross,Cinza,2024,T-Cross Comfortline,17/11/2024,Semi Novo
CLI000967,Ricardo Freitas Monteiro,20/07/1964,Diego Nogueira,139600.00,7400.00,132200.00,Financiamento,Santander,114897.33,Virtus,vermelho,2024,Virtus Highline,29/11/2024,0 KM
CLI000875,Rafael Araújo Gomes,21/09/1987,Diego Nogueira,131500.00,4100.00,127400.00,À Vista,,108078.51,Polo,Preto,2024,Polo Highline,24/11/2024,0 KM
CLI000877,Diego Moraes,20/04/1975,Diego Nogueira,114500.00,3300.00,111200.00,Financiamento,Bradesco,98451.72,Saveiro,Cinza,2024,Saveiro Sense,24/11/2024,0 KM
CLI000917,Gabriel Rocha Rezende,25/08/1981,Fernanda Ribeiro,80600.00,1250.00,79350.00,Financiamento,Santander,69975.60,Polo,Branco,2024,Polo Sense,20/11/2024,Semi Novo
CLI000965,Marcos Melo Soares,17/08/1984,Rafael Martins,139700.00,3250.00,136450.00,Financiamento,BV,124897.95,Virtus,Branco,2025,Virtus Highline,29/11/2024,0 KM
CLI000881,Luana Lopes Santana,12/08/1985,Rafael Martins,151200.00,10000.00,141200.00,Financiamento,Montadora,126243.64,Saveiro,Branco,2024,Saveiro Highline,25/11/2024,0 KM
CLI000928,Fernanda Melo Martins,23/12/1993,Camila Andrade,153000.00,10050.00,142050.00,Financiamento,BV,135713.80,T-CROSS,Prata,2025,T-Cross Comfortline,27/11/2024,0 KM
CLI001271,Rafaela Gonçalves Nascimento,07/12/1969,Bruno Almeida,119900.00,6450.00,113450.00,Financiamento,Montadora,101798.83,Polo,Preto,2024,Polo Highline,18/03/2025,Semi Novo
CLI000876,Bruna Moraes,23/04/1976,Fernanda Ribeiro,133100.00,8300.00,124800.00,À Vista,,109544.58,T-Cross,Preto,2024,T-Cross Comfortline,26/11/2024,Semi Novo
CLI000957,Luana Silva,22/11/1972,Diego Nogueira,132800.00,2250.00,130550.00,Financiamento,Montadora,116827.91,Nivus,Branco,2025,Nivus Comfortline,28/11/2024,0 KM
CLI000888,Clara Cardoso,01/04/1984,Diego Nogueira,120600.00,4700.00,115900.00,Financiamento,Santander,108193.85,T-Cross,Azul,2024,T-Cross Sense,30/11/2024,Semi Novo
CLI000908,Pedro Barbosa Mendes,04/08/1985,Diego Nogueira,275100.00,17400.00,257700.00,À Vista,,236320.89,Amarok,Cinza,2024,Amarok Comfortline,2024-11-30,Semi Novo
CLI000927,Clara Santos Nunes,25/04/1979,Rafael Martins,129100.00,0.00,129100.00,Financiamento,BV,107569.37,Saveiro,Branco,2024,Saveiro Comfortline,30/11/2024,0 KM
CLI000935,Vanessa Silva,06/10/1966,Rafael Martins,146800.00,5700.00,141100.00,À Vista,,131720.90,Virtus,Prata,2024,Virtus Highline,30/11/2024,0 KM
CLI000968,Mateus Moreira,15/01/1994,Fernanda Ribeiro,112300.00,0.00,112300.00,À Vista,,93296.66,Nivus,Branco,2024,Nivus Sense,13/12/2024,0 KM
CLI000983,Samuel Araújo,23/11/1959,Fernanda Ribeiro,110300.00,4200.00,106100.00,Financiamento,Santander,93492.37,Polo,Prata,2024,Polo Comfortline,27/12/2024,Semi Novo
CLI000978,Helena Moreira Silva,28/09/1981,Rafael Martins,188400.00,0.00,188400.00,Financiamento,Santander,156630.11,Taos,Branco,2024,Taos Comfortline,17/12/2024,Semi Novo
CLI001017,Marina Lima,15/09/1995,Camila Andrade,172200.00,650.00,171550.00,Financiamento,Santander,143733.85,T-Cross,Branco,2024,T-Cross Highline,12/12/2024,0 KM
CLI001084,Mariana Ferreira,12/07/1993,Fernanda Ribeiro,135200.00,0.00,135200.00,Financiamento,Montadora,113399.46,T-Cross,BRANCO ,2025,T-Cross Sense,06/12/2024,0 KM
CLI001036,Ana Santos Pereira,01/03/1995,Juliana Costa,80600.00,3100.00,77500.00,Financiamento,Montadora,69978.57,Polo,Vermelho,2024,Polo Sense,21/12/2024,Semi Novo
CLI001025,André Soares,06/06/1981,Fernanda Ribeiro,121.000,00,4400.00,116600.00,À Vista,,119304.06,Saveiro,Prata,2025,Saveiro Comfortline,29/12/2024,0 KM
CLI001009,Felipe BÃ¡tista Lima,02/04/1987,Rafael Martins,149500.00,2650.00,146850.00,À Vista,,126986.69,Nivus,Vermelho,2024,Nivus Highline,20/12/2024,0 KM
CLI001085,João Gonçalves,24/03/1981,Fernanda Ribeiro,108000.00,0.00,108000.00,Financiamento,Montadora,88674.99,Saveiro,Preto,2025,Saveiro Sense,15/12/2024,0 KM
CLI001089,Thiago Freitas,28/03/1978,Rafael Martins,110000.00,6600.00,103400.00,Financiamento,Santander,93327.58,Nivus,Branco,2024,Nivus Sense,23/12/2024,0 KM
CLI000988,Bruno Santos Rodrigues,22/10/1984,Camila Andrade,122100.00,1150.00,120950.00,Financiamento,Santander,106402.11,Virtus,Preto,2025,Virtus Comfortline,16/12/2024,0 KM
CLI001037,Diego Almeida Barbosa,01/01/1982,Fernanda Ribeiro,145200.00,7300.00,137900.00,À Vista,,125556.31,Nivus,Cinza,2025,Nivus Comfortline,22/12/2024,0 KM
CLI001082,Leonardo Nascimento,12/03/1985,Bruno Almeida,131500.00,8050.00,123450.00,Financiamento,Santander,111015.87,T-Cross,Preto,2024,T-Cross Sense,22/12/2024,Semi Novo
CLI001031,Eduarda Martins Castro,19/01/1998,Fernanda Ribeiro,121200.00,0.00,121200.00,Financiamento,BV,104141.27,Polo,Branco,2024,Polo Highline,17/12/2024,0 KM
CLI001011,Thiago Moreira Moraes,24/08/1987,Rafael Martins,141100.00,0.00,141100.00,Financiamento,Santander,116460.90,T-Cross,Cinza,2024,T-Cross Comfortline,25/12/2024,0 KM
CLI001064,Luana Santana,14/04/1969,Fernanda Ribeiro,139300.00,1650.00,137650.00,À Vista,,125294.87,Saveiro,Preto,2025,Saveiro Comfortline,28/12/2024,0 KM
CLI000992,Sofia Costa,04/04/1973,Fernanda Ribeiro,133200.00,4300.00,128900.00,Financiamento,Santander,112153.92,T-Cross,Branco,2024,T-Cross Sense,25/12/2024,0 KM
CLI000993,Camila Barros Batista,22/05/1979,Bruno Almeida,279100.00,11450.00,267650.00,À Vista,,249972.26,Tiguan Allspace,Branco,2025,Tiguan Allspace Highline,23/12/2024,0 KM
CLI001016,Natália Monteiro,10/03/1978,Fernanda Ribeiro,105600.00,1500.00,104100.00,Financiamento,Montadora,90692.72,Nivus,Branco,2024,Nivus Sense,29/12/2024,Semi Novo
CLI001061,Felipe Santos,12/07/2000,Juliana Costa,149600.00,900.00,148700.00,Financiamento,Santander,128046.51,Nivus,Cinza,2024,Nivus Highline,29/12/2024,0 KM
CLI001028,Daniela Castro Gomes,06/03/1999,Juliana Costa,107800.00,3200.00,104600.00,À Vista,,95550.45,Polo,Prata,2024,Polo Comfortline,29/12/2024,0 KM
CLI001038,Caio Lima Oliveira,14/02/1985,Rafael Martins,192700.00,0.00,192700.00,À Vista,,158462.42,Taos,Branco,2024,Taos Comfortline,28/12/2024,Semi Novo
CLI001019,Ana Ferreira Lima,05/12/1981,Juliana Costa,116100.00,1650.00,114450.00,Financiamento,Santander,100419.31,Virtus,Branco,2024,Virtus Sense,31/12/2024,0 KM
CLI001023,Vanessa Rocha,08/09/1966,Rafael Martins,144500.00,0.00,144500.00,Financiamento,Santander,119435.71,Virtus,Preto,2025,Virtus Highline,09/01/2025,0 KM
CLI001042,Isabela Souza,1996-05-15,Juliana Costa,285300.00,3700.00,281600.00,Financiamento,Montadora,254783.58,Amarok,Preto,2025,Amarok Comfortline,2025-01-06,0 KM
CLI001093,Carlos Dias,18/05/1994,Fernanda Ribeiro,98300.00,2250.00,96050.00,À Vista,,84754.11,Polo,Branco,2025,Polo Sense,16/01/2025,0 KM
CLI001012,Gabriel Lopes Ramos,18/06/1978,Diego Nogueira,118800.00,0.00,118800.00,Financiamento,,103645.26,Polo,Prata,2025,Polo Comfortline,18/01/2025,0 KM
CLI001112,Helena Ferreira,24/05/1982,Camila Andrade,151600.00,7800.00,143800.00,Financiamento,Bradesco,127288.67,Nivus,Branco,2025,Nivus Highline,07/01/2025,0 KM
CLI001126,Ana Rocha,27/04/1981,Camila Andrade,144800.00,0.00,144800.00,Financiamento,Santander,125120.63,Saveiro,Preto,2025,Saveiro Highline,29/01/2025,0 KM
CLI001163,Rodrigo Nascimento,26/12/1986,Diego Nogueira,113200.00,1850.00,111350.00,Financiamento,Santander,97357.89,Polo,Prata,2025,Polo Comfortline,06/01/2025,0 KM
CLI001097,Marina Ramos Martins,12/11/1975,Rafael Martins,140800.00,4900.00,135900.00,Financiamento,BV,123273.62,Nivus,Branco,2025,Nivus Comfortline,29/01/2025,0 KM
CLI001161,Natália Mendes,11/12/1969,Juliana Costa,230100.00,4750.00,225350.00,À Vista,,205944.53,Tiguan Allspace,Preto,2025,Tiguan Allspace Sense,21/01/2025,Semi Novo
CLI001105,Natália Dias Oliveira,18/10/1960,Juliana Costa,181700.00,15100.00,166600.00,À Vista,,160486.49,T-Cross,PRATA ,2025,T-Cross Highline,21/01/2025,0 KM
CLI001131,Thiago Santana Moraes,26/12/1999,Bruno Almeida,273500.00,4350.00,269150.00,Financiamento,Santander,239415.58,Amarok,Branco,2024,Amarok Comfortline,15/01/2025,Semi Novo
CLI001119,Natália Souza Ribeiro,13/04/1987,Diego Nogueira,96400.00,3850.00,92550.00,Financiamento,BV,80359.09,Polo,Prata,2025,Polo Comfortline,23/01/2025,Semi Novo
CLI001107,Ana Dias,1973-11-10,Fernanda Ribeiro,110100.00,5500.00,104600.00,Financiamento,Montadora,91869.94,Saveiro,Branco,2025,Saveiro Sense,26/01/2025,0 KM
CLI001149,Rodrigo Duarte,28/07/1989,Rafael Martins,165700.00,0.00,165700.00,Financiamento,Santander,146173.65,T-Cross,Vermelho,2025,T-Cross Comfortline,29/01/2025,0 KM
CLI001142,Beatriz Silva Araújo,08/05/1981,Fernanda Ribeiro,140200.00,11800.00,128400.00,Financiamento,Montadora,122858.50,Virtus,Branco,2025,Virtus Highline,25/02/2025,0 KM
CLI001103,Fernando Martins,01/08/1995,Rafael Martins,220300.00,0.00,220300.00,Financiamento,Montadora,182828.38,Taos,Cinza,2025,Taos Highline,16/02/2025,0 KM
CLI001145,Carlos Barros Martins,25/10/1971,Bruno Almeida,142.000,00,0.00,142000.00,Financiamento,Montadora,150994.37,Nivus,Cinza,2025,Nivus Highline,28/02/2025,Semi Novo
CLI001140,Marcelo Rocha,24/10/1983,Camila Andrade,134400.00,900.00,133500.00,Financiamento,BV,119020.35,Polo,Vermelho,2025,Polo Highline,18/02/2025,0 KM
CLI001130,Henrique Ribeiro Moraes,17/08/1986,Diego Nogueira,109300.00,1050.00,108250.00,Financiamento,Montadora,96684.66,Polo,Prata,2025,Polo Comfortline,02/02/2025,0 KM
CLI001122,Bruno Moraes Barbosa,02/05/1972,Fernanda Ribeiro,138600.00,2750.00,135850.00,Financiamento,Bradesco,122503.81,T-Cross,Branco,2025,T-Cross Comfortline,07/02/2025,Semi Novo
CLI001147,Henrique Oliveira Lima,01/07/1980,Bruno Almeida,100300.00,2200.00,98100.00,À Vista,,85684.77,Saveiro,Cinza,2025,Saveiro Sense,26/02/2025,Semi Novo
CLI001096,Bruno Duarte,25/02/1990,Diego Nogueira,111600.00,3400.00,108200.00,À Vista,,98073.11,Saveiro,Vermelho,2025,Saveiro Sense,25/02/2025,0 KM
CLI001182,André Cardoso Nunes,27/04/1966,Diego Nogueira,122100.00,1150.00,120950.00,Financiamento,BV,104731.58,Saveiro,Prata,2025,Saveiro Comfortline,27/02/2025,0 KM
CLI001230,Murilo Santos,20/06/2005,Fernanda Ribeiro,105200.00,4250.00,100950.00,Financiamento,Montadora,94309.48,Polo,PRETO ,2025,Polo Comfortline,28/02/2025,0 KM
CLI001489,Gabriela Moraes Alves,08/09/2000,Fernanda Ribeiro,157400.00,5200.00,152200.00,Financiamento,Montadora,141347.72,T-Cross,Branco,2025,T-Cross Comfortline,24/02/2025,0 KM
CLI001216,Paulo Moraes Rezende,19/09/1970,Rafael Martins,282800.00,9050.00,273750.00,À Vista,,233384.51,Amarok,Branco,2025,Amarok Comfortline,17/02/2025,0 KM
CLI001226,Henrique Lima Gomes,19/04/1958,Rafael Martins,204500.00,13550.00,190950.00,Financiamento,Montadora,178262.07,Taos,Vermelho,2025,Taos Comfortline,26/02/2025,0 KM
CLI001205,Bruna Lopes Freitas,22/05/1966,Camila Andrade,133200.00,0.00,133200.00,Financiamento,BV,113643.92,Virtus,Branco,2024,Virtus Highline,14/02/2025,Semi Novo
CLI001234,Renata Lopes,26/03/1954,Juliana Costa,126700.00,2800.00,123900.00,Financiamento,BV,105933.84,Polo,Prata,2025,Polo Highline,14/02/2025,0 KM
CLI001176,Daniel Rocha,25/11/1984,Rafael Martins,148600.00,3300.00,145300.00,Financiamento,,122101.80,Saveiro,Branco,2025,Saveiro Highline,23/02/2025,0 KM
CLI001250,Laura Carvalho Batista,14/06/1980,Rafael Martins,153300.00,0.00,153300.00,Financiamento,Montadora,134934.26,Virtus,Vermelho,2025,Virtus Highline,20/03/2025,0 KM
CLI001222,Ana Lima Rodrigues,26/08/1973,Fernanda Ribeiro,154400.00,5050.00,149350.00,À Vista,,131384.11,Virtus,Azul,2025,Virtus Highline,11/03/2025,0 KM
CLI001206,Mateus Pereira Ribeiro,10/06/1983,Fernanda Ribeiro,150300.00,8850.00,141450.00,À Vista,,132202.03,Saveiro,Prata,2025,Saveiro Highline,04/03/2025,0 KM
CLI001168,SÃ¡brina Costa Almeida,04/02/1970,Camila Andrade,218800.00,3550.00,212900.00,Financiamento,Montadora,196283.52,Taos,Azul,2025,Taos Highline,07/03/2025,0 KM
CLI000356,André Santana Duarte,21/06/1955,Juliana Costa,97800.00,0.00,97800.00,Financiamento,Santander,80439.40,Polo,Vermelho,2024,Polo Sense,31/05/2024,0 KM
CLI001170,Daniel Dias,16/01/1991,Rafael Martins,94100.00,0.00,94100.00,Financiamento,Santander,82087.52,Polo,Branco,2025,Polo Sense,20/02/2025,Semi Novo
CLI001276,Camila Silva,09/08/1956,Diego Nogueira,118800.00,2350.00,116450.00,Financiamento,Montadora,103093.61,Saveiro,Branco,2025,Saveiro Sense,23/03/2025,0 KM
CLI001323,Marcelo Castro Ramos,18/02/1998,diego nogueira,129700.00,0.00,131550.00,Financiamento,Santander,114764.59,T-Cross,Azul,2025,T-Cross Sense,19/03/2025,0 KM
CLI001351,Diego Barbosa,25/09/1988,Bruno Almeida,131500.00,1750.00,129750.00,Financiamento,Montadora,114758.44,Polo,PRETO ,2025,Polo Highline,21/03/2025,0 KM
CLI001271,Rafaela Gonçalves Nascimento,07/12/1969,Bruno Almeida,119900.00,6450.00,113450.00,Financiamento,Montadora,101798.83,Polo,Preto,2024,Polo Highline,18/03/2025,Semi Novo
CLI001330,Pedro Carvalho,20/06/1990,Juliana Costa,143600.00,9200.00,134400.00,Financiamento,Montadora,119173.65,Saveiro,Azul,2025,Saveiro Comfortline,10/03/2025,0 KM
CLI001324,Isabela Nascimento Ferreira,20/10/1959,Diego Nogueira,138200.00,4100.00,134100.00,À Vista,,117505.43,Nivus,Branco,2025,Nivus Comfortline,30/03/2025,0 KM
CLI001289,Henrique Nunes,12/11/1977,Fernanda Ribeiro,108500.00,2200.00,106300.00,Financiamento,Santander,90405.19,Polo,Prata,2025,Polo Comfortline,15/03/2025,0 KM
CLI001252,Henrique Martins Rocha,28/01/1990,Fernanda Ribeiro,128600.00,3850.00,124750.00,À Vista,,109702.47,Nivus,Prata,2025,Nivus Comfortline,11/03/2025,0 KM
CLI001353,Laura Martins,03/09/1993,Fernanda Ribeiro,132100.00,3.800,00,128300.00,Financiamento,Montadora,138361.70,Virtus,Preto,2025,Virtus Comfortline,19/03/2025,0 KM
CLI001288,Bruno Nascimento,16/04/1990,Juliana Costa,118300.00,1900.00,116400.00,Financiamento,Montadora,98283.50,Virtus,Preto,2025,Virtus Sense,29/03/2025,0 KM
CLI001301,Carolina Monteiro,15/12/1997,Rafael Martins,122600.00,2700.00,119900.00,Financiamento,Montadora,103528.83,Polo,Branco,2025,Polo Highline,27/03/2025,0 KM
CLI001325,Marcelo Santana,07/25/1990,Fernanda Ribeiro,148600.00,0.00,148600.00,Financiamento,Montadora,133026.06,Virtus,Cinza,2025,Virtus Highline,03/29/2025,0 KM
CLI001269,Caio Rezende,08/07/1973,Rafael Martins,96000.00,4350.00,91650.00,Financiamento,Montadora,80950.28,Polo,Prata,2025,Polo Sense,23/03/2025,0 KM
CLI001354,Mateus Oliveira,26/01/1973,Juliana Costa,92600.00,0.00,92600.00,Financiamento,Bradesco,80527.20,Polo,Prata,2025,Polo Sense,29/03/2025,0 KM
CLI001270,Rafaela Ferreira,22/02/1974,Fernanda Ribeiro,110100.00,500.00,109600.00,Financiamento,Bradesco,96247.99,Polo,Prata,2024,Polo Highline,28/03/2025,Semi Novo
CLI001339,Clara Costa Ferreira,08/07/1993,Fernanda Ribeiro,159800.00,4400.00,155400.00,Financiamento,Montadora,140615.06,Nivus,Prata,2025,Nivus Highline,28/03/2025,0 KM
CLI001346,Mateus Soares Lopes,18/10/1985,Fernanda Ribeiro,83400.00,550.00,82850.00,À Vista,,72359.81,Polo,Branco,2025,Polo Sense,29/03/2025,0 KM
CLI001299,Pedro Nascimento Moraes,20/09/1993,Camila Andrade,173400.00,3050.00,170350.00,Financiamento,Santander,153861.99,T-Cross,Preto,2025,T-Cross Highline,27/04/2025,0 KM
CLI001304,Vinícius Costa,16/07/1987,Bruno Almeida,116800.00,0.00,116800.00,Financiamento,,98554.42,Nivus,Preto,2025,Nivus Sense,11/04/2025,0 KM
CLI001338,Marina Souza Costa,10/11/1966,Juliana Costa,289200.00,0.00,289200.00,À Vista,,258511.22,Amarok,Vermelho,2025,Amarok Highline,24/04/2025,0 KM
CLI001345,Bruna Souza,21/07/1994,Bruno Almeida,136300.00,5250.00,131050.00,Financiamento,BV,117173.46,Nivus,Preto,2025,Nivus Comfortline,22/04/2025,0 KM
CLI001308,Caio Rezende Andrade,16/02/1963,Fernanda Ribeiro,114100.00,3.000,00,112150.00,Financiamento,Bradesco,99493.19,Saveiro,Branco,2025,Saveiro Comfortline,23/04/2025,Semi Novo
CLI001327,Camila Gonçalves,26/01/1981,Camila Andrade,109300.00,2000.00,107300.00,Financiamento,BV,91270.52,Nivus,Preto,2025,Nivus Sense,22/04/2025,0 KM
CLI001347,Vanessa Ramos,27/06/1984,Fernanda Ribeiro,133800.00,3500.00,130300.00,Financiamento,Santander,113855.24,Virtus,Preto,2025,Virtus Comfortline,12/04/2025,0 KM
CLI001314,Letícia Souza Carvalho,05/06/1980,Bruno Almeida,120000.00,0.00,120000.00,Financiamento,BV,105645.93,Saveiro,Prata,2025,Saveiro Sense,18/03/2025,0 KM
CLI001362,Clara Pereira Moraes,11/01/1971,Diego Nogueira,142200.00,850.00,141350.00,Financiamento,Santander,119770.04,Saveiro,Branco,2025,Saveiro Highline,30/04/2025,0 KM
CLI001366,Paulo Mendes Melo,09/05/1996,Diego Nogueira,91300.00,3650.00,87650.00,À Vista,,80729.30,Polo,Preto,2025,Polo Sense,07/04/2025,0 KM
CLI001393,Helena Rodrigues,23/01/1983,Diego Nogueira,130000.00,6500.00,123500.00,Financiamento,Bradesco,108142.66,Polo,Cinza,2025,Polo Highline,12/04/2025,0 KM
CLI001370,Thiago Nascimento,10/01/1985,Diego Nogueira,99100.00,2650.00,96450.00,À Vista,,84779.59,Polo,Branco,2025,Polo Sense,17/04/2025,0 KM
CLI001431,Renan Pereira,15/02/1970,Diego Nogueira,285500.00,10700.00,274800.00,À Vista,,251228.27,Amarok,Preto,2025,Amarok Comfortline,07/04/2025,0 KM
CLI001385,Caio Oliveira,28/10/1973,Fernanda Ribeiro,123900.00,-2400.00,123900.00,Financiamento,Bradesco,109432.97,Nivus,Azul,2025,Nivus Comfortline,27/04/2025,Semi Novo
CLI001454,Letícia Pereira Nunes,28/04/1967,Bruno Almeida,137900.00,3.400,00,133750.00,Financiamento,Montadora,122824.42,T-Cross,Branco,2025,T-Cross Sense,18/04/2025,0 KM
CLI001382,Marcos Santos,11/11/1971,Rafael Martins,169100.00,6300.00,162800.00,Financiamento,BV,149456.99,T-Cross,Vermelho,2025,T-Cross Highline,11/04/2025,0 KM
CLI001426,Rafaela Cardoso Castro,05/04/1994,Bruno Almeida,137900.00,5650.00,132250.00,Financiamento,Santander,118417.37,Saveiro,Prata,2025,Saveiro Comfortline,13/04/2025,Semi Novo
CLI001450,Ana Oliveira,28/11/2004,diego nogueira,105200.00,4700.00,102250.00,Financiamento,Montadora,93253.50,Saveiro,Cinza,2025,Saveiro Sense,17/04/2025,0 KM
CLI001435,Sofia Ribeiro,07/09/1993,Camila Andrade,123100.00,2700.00,120400.00,Financiamento,Montadora,104095.71,Polo,Prata,2025,Polo Highline,28/04/2025,0 KM
CLI001371,Murilo Ferreira Teixeira,16/09/1972,Diego Nogueira,221500.00,5900.00,215600.00,Financiamento,Santander,188438.96,Taos,Branco,2025,Taos Highline,15/05/2025,0 KM
